A,B,C,D,E,F,G,H,I,J,K,L,FORECAST
0.712706513,0.701462349,-0.09526621,-0.995451832,-1.10E-11,1,853200,0,4970000,391450.606,49050.53719,35698.85679,476200
0.724667563,0.689098631,-0.297281561,-0.954789858,-6.73E-12,1,620200,0,4970000,190851.8471,22881.92758,19266.22532,233000
0.736414164,0.676530989,-0.486673267,-0.873584072,-2.43E-12,1,3922600,0,4020000,86098.77768,9742.09553,8559.126787,104400
0.747942839,0.663763143,-0.655399075,-0.755282764,-1.27E-11,1,3831400,1.1,4020000,77205.70517,7001.850358,6992.444474,91200
0.759250176,0.650798871,-0.79629428,-0.604909431,-8.38E-12,1,3455500,0.2,4020000,317987.3486,28653.83309,29258.81826,375900
0.77033283,0.637642008,-0.903375965,-0.428849468,-4.08E-12,1,3276300,0.3,4020000,155132.9241,12241.40157,11825.67436,179200
0.781187521,0.62429645,-0.972097056,-0.234579013,2.15E-13,1,2780000,0.4,4020000,406228.3614,48269.91639,41801.72217,496300
0.791811036,0.610766145,-0.999539409,-0.03034749,-1.00E-11,1,2624400,0.5,4020000,127907.8419,16027.43298,11664.72515,155600
0.802200232,0.597055096,-0.984537722,0.175172697,-5.74E-12,1,2624400,0.6,4020000,34402.47888,4124.639307,3472.881818,42000
0.812352034,0.583167362,-0.927729021,0.373254422,-1.44E-12,1,2582400,0.7,4020000,34637.4393,3919.233834,3443.326868,42000
0.822263439,0.569107053,-0.831525608,0.55548642,-1.17E-11,1,2397100,0.8,4020000,156866.4163,14226.34727,14207.23642,185300
0.831931512,0.554878328,-0.700012626,0.714130467,-7.40E-12,1,2277800,0.9,4020000,100920.1668,9093.914041,9285.919175,119300
0.841353393,0.5404854,-0.538774589,0.842449964,-3.10E-12,1,1878300,1,4020000,345845.9998,27290.40139,26363.59881,399500
0.850526295,0.525932526,-0.354658245,0.934996005,-1.34E-11,1,1293100,1,4020000,478994.2315,56916.2907,49289.47776,585200
0.859447501,0.511224015,-0.155481835,0.987838751,-9.05E-12,1,896100,0.9,4020000,326345.8433,40892.615,29761.54167,397000
0.868114373,0.496364217,0.050296892,0.99873431,-4.75E-12,1,686100,0.8,4020000,172012.3944,20623.19653,17364.40909,210000
0.876524345,0.481357532,0.253939833,0.967220017,-4.55E-13,1,4721900,0.7,4820000,80903.16179,9154.210455,8042.627757,98100
0.884674928,0.466208399,0.446799574,0.894634082,-1.07E-11,1,4198600,0.6,4820000,443001.5956,40176.18741,40122.21703,523300
0.892563712,0.450921302,0.620686599,0.784058765,-6.41E-12,1,4054100,0.5,4820000,122237.7544,11014.8414,11247.4042,144500
0.90018836,0.435500764,0.768217037,0.640189491,-2.11E-12,1,3866800,0.4,4820000,162145.0707,12794.72385,12360.2054,187300
0.907546618,0.41995135,0.883126215,0.469135469,-1.24E-11,1,3471200,0.3,4820000,323804.0294,38475.87936,33320.09126,395600
0.914636307,0.40427766,0.960534677,0.278160266,-8.07E-12,1,3038800,0.2,4820000,355445.6994,44538.95901,32415.34161,432400
0.921455329,0.388484333,0.997155381,0.075373378,-3.77E-12,1,2744800,0.1,4820000,240817.3521,28872.47515,24310.17273,294000
0.928001666,0.372576043,0.99143328,-0.130614135,5.31E-13,1,2582500,0,4820000,133848.9619,15145.03932,13305.99883,162300
0.934273382,0.356557496,0.943611354,-0.331055302,-9.72E-12,1,2478500,0,4820000,88041.59361,7984.566197,7973.84019,104000
0.940268619,0.340433435,0.855720295,-0.517438669,-5.42E-12,1,2384500,0,4820000,79517.98556,7165.363956,7316.650482,94000
0.945985605,0.324208629,0.731492274,-0.681849729,-1.13E-12,1,2290600,0,4820000,81288.95965,6414.439775,6196.600571,93900
0.951422647,0.307887881,0.576202459,-0.817306996,-1.14E-11,1,1754000,0,4820000,439214.4645,52189.4764,45196.05907,536600
0.956578136,0.29147602,0.396445014,-0.918058468,-7.08E-12,1,1371000,0,4820000,314837.4257,39450.55805,28712.01627,383000
0.961450546,0.274977903,0.199853088,-0.979825874,-2.78E-12,1,1196000,0,4820000,143343.662,17185.99711,14470.34091,175000
0.966038436,0.258398413,-0.00522532,-0.999986348,-1.30E-11,1,1099000,0,4820000,79995.99076,9051.563855,7952.445387,97000
0.970340448,0.241742455,-0.210081841,-0.977683804,-8.74E-12,1,3286500,0,3320000,49523.39641,4491.318486,4485.285107,58500
0.974355309,0.225014958,-0.406017532,-0.913865287,-4.44E-12,1,2958700,0,3320000,277297.8262,24987.30111,25514.87264,327800
0.978081831,0.208220874,-0.584712258,-0.811240763,-1.40E-13,1,2880700,0,3320000,67524.37543,5328.288631,5147.335938,78000
0.98151891,0.191365171,-0.738577997,-0.674168037,-1.04E-11,1,2464400,0.1,3320000,340747.2635,40489.15211,35063.5844,416300
0.984665531,0.174452837,-0.861081057,-0.508467711,-6.09E-12,1,2077500,0.2,3320000,318043.342,39852.27391,29004.38406,386900
0.987520761,0.157488879,-0.947019518,-0.321176016,-1.80E-12,1,1838400,0.3,3320000,195848.3976,23480.98234,19770.62006,239100
0.990083756,0.140478314,-0.992744122,-0.120246032,-1.20E-11,1,1715000,0.4,3320000,101768.0955,11515.08226,10116.82228,123400
0.992353757,0.123426178,-0.996313239,0.085790031,-7.75E-12,1,1625100,0.5,3320000,76105.18525,6902.04328,6892.771472,89900
0.994330092,0.106337517,-0.957575311,0.288183141,-3.45E-12,1,1554700,0.6,3320000,59553.89557,5366.400239,5479.704191,70400
0.996012177,0.089217388,-0.878175291,0.478338958,8.46E-13,1,1394200,0.7,3320000,138944.3879,10963.97853,10591.63356,160500
0.997399515,0.072070857,-0.761484788,0.648182782,-9.41E-12,1,763300,0.8,3320000,516400.3087,61361.05229,53138.63896,630900
0.998491693,0.054902997,-0.6124589,0.790502432,-5.11E-12,1,283300,0.9,3320000,394574.3194,49441.95264,35983.72796,480000
0.999288389,0.037718891,-0.437425805,0.899254505,-8.10E-13,1,20300,1,3320000,215425.0463,25828.09852,21746.85519,263000
0.999789368,0.020523622,-0.243818036,0.969820997,-1.11E-11,1,3433900,1,3720000,235946.9377,26697.44762,23455.61469,286100
0.999994481,0.00332228,-0.039856876,0.999205399,-6.76E-12,1,3238100,0.9,3720000,165755.2311,15032.48136,15012.28759,195800
0.999903668,-0.013880045,0.165796751,0.986159945,-2.47E-12,1,3130500,0.8,3720000,91022.71539,8202.054911,8375.2297,107600
0.999516954,-0.031078263,0.364410051,0.931238592,-1.27E-11,1,3033700,0.7,3720000,83799.4813,6612.542814,6387.975882,96800
0.998834455,-0.048267284,0.547549189,0.836773497,-8.42E-12,1,2233200,0.6,3720000,655220.2364,77856.27256,67423.49103,800500
0.997856373,-0.065442021,0.707437418,0.70677599,-4.12E-12,1,1658200,1.5,3720000,472667.1534,59227.33911,43105.50746,575000
0.996582997,-0.082597392,0.837285309,0.54676623,1.76E-13,1,1381600,0.4,3720000,226564.8966,27163.69601,22871.4074,276600
0.995014705,-0.09972832,0.931579054,0.36353881,-1.01E-11,1,1144600,1.3,3720000,195454.1218,22115.67663,19430.20161,237000
0.993151959,-0.116829736,0.9863146,0.164874223,-5.78E-12,1,997000,0.2,3720000,124951.3386,11331.94203,11316.71935,147600
0.990995311,-0.133896578,0.99916768,-0.040791516,-1.48E-12,1,862600,0.1,3720000,113693.8006,10244.94591,10461.25345,134400
0.9885454,-0.150923797,0.969592505,-0.244725101,-1.17E-11,1,338300,0,3720000,453885.0005,35815.6632,34599.33631,524300
0.98580295,-0.167906353,0.898844943,-0.438266777,-7.44E-12,1,3365200,1,4220000,759498.8849,90247.13968,78153.97542,927900
0.982768774,-0.184839221,0.789929192,-0.613198069,-3.14E-12,1,3207800,1,4220000,129387.4956,16212.8403,11799.66413,157400
0.979443768,-0.201717389,0.647470205,-0.762090765,-1.34E-11,1,3072700,1,4220000,110661.307,13267.58977,11171.10318,135100
0.975828917,-0.218535864,0.477517303,-0.878622345,-9.09E-12,1,3005300,1,4220000,55584.84306,6289.437153,5525.719784,67400
0.971925291,-0.235289668,0.287287298,-0.957844459,-4.79E-12,1,2891400,1,4220000,96422.47608,8744.63548,8732.888439,113900
0.967734045,-0.251973843,0.084858042,-0.996393051,-4.94E-13,1,2760500,0,4220000,110733.0246,9978.150444,10188.82498,130900
0.963256419,-0.268583452,-0.121174593,-0.992631209,-1.07E-11,1,2598400,0,4220000,140329.5033,11073.27676,10697.21994,162100
0.958493739,-0.28511358,-0.322061718,-0.946718675,-6.45E-12,1,2196600,0,4220000,328878.8145,39078.88859,33842.29693,401800
0.953447412,-0.301559334,-0.509272944,-0.860605059,-2.15E-12,1,1741800,0,4220000,373859.1676,46846.25013,34094.58225,454800
0.948118934,-0.317915848,-0.674858609,-0.737947057,-1.24E-11,1,1384500,0.1,4220000,292666.8024,35088.89582,29544.30175,357300
0.942509881,-0.334178282,-0.811787349,-0.583953167,-8.11E-12,1,951000,0.2,4220000,357507.8556,40452.09207,35540.05232,433500
0.936621912,-0.350341824,-0.914244677,-0.405162524,-3.81E-12,1,3158700,0.3,3270000,106919.743,9696.641449,9683.615538,126300
0.930456771,-0.366401689,-0.977879887,-0.209167223,4.92E-13,1,3054900,0.4,3270000,87808.15853,7912.391262,8079.450213,103800
0.924016281,-0.382353125,-0.999990798,-0.004289929,-9.76E-12,1,2949900,0.5,3270000,90898.1977,7172.696235,6929.10607,105000
0.917302349,-0.398191413,-0.979638503,0.20076953,-5.46E-12,1,2372100,0.6,3270000,472937.23,56196.57,48666.20002,577800
0.91031696,-0.413911864,-0.917687231,0.397303593,-1.16E-12,1,1969300,0.7,3270000,331113.6164,41490.03859,30196.34505,402800
0.903062184,-0.429509828,-0.816767659,0.576966716,-1.14E-11,1,1539500,0.8,3270000,352052.0338,42208.80891,35539.15727,429800
0.895540166,-0.444980687,-0.681165192,0.732129757,-7.12E-12,1,1345000,0.9,3270000,160404.332,18149.78526,15945.88276,194500
0.887753132,-0.460319864,-0.516638001,0.856203933,-2.82E-12,1,805600,1,3270000,456631.1115,41412.25968,41356.62883,539400
0.879703387,-0.475522819,-0.330172502,0.943920611,-1.31E-11,1,643300,2,3270000,137295.4155,12371.68691,12632.89759,162300
0.871393313,-0.490585053,-0.12968669,0.991555022,-8.78E-12,1,2294800,0.9,3270000,163443.6164,12897.19094,12459.19263,188800
0.862825369,-0.50550211,0.076306085,0.99708444,-4.48E-12,1,2294800,0.8,3270000,565592.9836,67206.35146,58200.66496,691000
0.85400209,-0.520269574,0.27905863,0.960274066,-1.79E-13,1,2294800,0.7,3270000,464200.2462,58166.3972,42333.35663,564700
0.844926089,-0.534883076,0.469961341,0.882686999,-1.04E-11,1,2294800,0.6,3270000,582057.1783,69784.96884,58757.85285,710600
0.835600049,-0.549338291,0.640907802,0.767617867,-6.13E-12,1,2294800,1.5,3270000,166094.7684,18793.65938,16511.57217,201400
0.826026732,-0.563630941,0.784639012,0.619952918,-1.84E-12,1,2083700,0.4,3270000,178707.504,16207.13389,16185.36215,211100
0.816208971,-0.577756796,0.895051627,0.445962537,-1.21E-11,1,1876500,0.3,3270000,175277.9426,15794.29161,16127.76574,207200
0.80614967,-0.591711678,0.967457129,0.253034983,-7.79E-12,1,1793200,1.2,3270000,72112.57017,5690.339013,5497.090816,83300
0.795851807,-0.605491455,0.998780921,0.049362653,-3.49E-12,1,1338600,0.1,3270000,372096.3391,44214.19301,38289.46786,454600
0.785318429,-0.61909205,0.987692881,-0.156405793,8.07E-13,1,1058600,0,3270000,230168.353,28841.13904,20990.50798,280000
0.774552652,-0.632509438,0.934663848,-0.355532686,-9.45E-12,1,647600,0,3270000,336652.829,40362.54179,33984.62922,411000
0.763557664,-0.645739648,0.841945625,-0.539562382,-5.15E-12,1,3928700,0,4120000,175908.7096,19904.10897,17487.18145,213300
0.752336718,-0.658778766,0.713475362,-0.700680318,-8.49E-13,1,3806600,0,4120000,103364.2171,9374.187814,9361.595069,122100
0.740893134,-0.671622933,0.554708367,-0.832044847,-1.11E-11,1,3662600,0,4120000,121814.7864,10976.72776,11208.48584,144000
0.729230298,-0.684268348,0.37238646,-0.928077758,-6.80E-12,1,3312800,0,4120000,302820.8529,23895.32517,23083.82194,349800
0.717351663,-0.696711268,0.174251683,-0.984701148,-2.51E-12,1,2663500,0,4120000,531460.9613,63150.62808,54688.41065,649300
0.705260743,-0.708948012,-0.031282446,-0.999510585,-1.28E-11,1,2203000,1,4120000,378544.7377,47433.37332,34521.88902,460500
0.692961117,-0.720974958,-0.235488211,-0.971877205,-8.46E-12,1,1870500,0,4120000,272352.9578,32653.39451,27493.64773,332500
0.680456424,-0.732788548,-0.429694299,-0.902974423,-4.16E-12,1,1505700,1,4120000,300850.9013,34041.3453,29907.75337,364800
0.667750364,-0.744385284,-0.605654021,-0.795728099,1.37E-13,1,1337600,0,4120000,142305.6912,12905.82286,12888.48592,168100
0.654846699,-0.755761736,-0.755895494,-0.654692296,-1.01E-11,1,1184200,0.1,4120000,129766.585,11693.26416,11940.15089,153400
0.641749245,-0.766914536,-0.874038925,-0.485855902,-5.82E-12,1,1113000,0.2,4120000,61637.63501,4863.771161,4698.59383,71200
0.62846188,-0.777840385,-0.955067518,-0.296388319,-1.52E-12,1,3895500,0.3,4020000,353352.3748,41986.94924,36360.67592,431700
0.614988536,-0.788536049,-0.995540508,-0.094335022,-1.18E-11,1,3446100,0.4,4020000,369420.2065,46290.02816,33689.76531,449400
0.601333199,-0.798998363,-0.993739267,0.11172408,-7.47E-12,1,3196800,0.5,4020000,204203.2853,24482.68046,20614.03422,249300
0.58749991,-0.809224231,-0.94974028,0.313038975,-3.18E-12,1,3061300,0.6,4020000,111746.9768,12644.19487,11108.82835,135500
0.573492764,-0.819210626,-0.865411904,0.50106111,1.12E-12,1,2932300,0.7,4020000,109205.4382,9903.933072,9890.628697,129000
0.559315905,-0.828954594,-0.744335026,0.667806386,-9.13E-12,1,2813400,0.8,4020000,100581.7924,9063.423131,9254.784492,118900
0.544973528,-0.83845325,-0.591651003,0.806194201,-4.83E-12,1,2691300,0.9,4020000,105701.6185,8340.82105,8057.560487,122100
0.530469879,-0.847703785,-0.413843351,0.91034811,-5.34E-13,1,1870500,1,4020000,671836.065,79830.6415,69133.29349,820800
0.515809248,-0.85670346,-0.218462421,0.975845362,-1.08E-11,1,1334600,1,4020000,440525.787,55199.88005,40174.33295,535900
0.500995975,-0.865449613,-0.01380479,0.999904709,-6.49E-12,1,1013100,0.9,4020000,263342.7847,31573.13184,26584.08344,321500
0.486034444,-0.873939654,0.191439042,0.981504505,-2.19E-12,1,869100,1.8,4020000,118756.9347,13437.37315,11805.69212,144000
0.47092908,-0.882171073,0.388553683,0.921426088,-1.24E-11,1,733100,0.7,4020000,115131.3147,10441.3558,10427.32948,136000
0.455684356,-0.890141431,0.569168936,0.822220604,-8.14E-12,1,3038100,0.6,3520000,407656.5664,36733.92436,37509.50923,481900
0.440304782,-0.897848372,0.725615229,0.688100675,-3.85E-12,1,2866900,0.5,3520000,148207.3471,11694.91043,11297.74247,171200
0.424794909,-0.905289614,0.851249289,0.524761516,4.52E-13,1,2209100,0.4,3520000,538418.3279,63977.33428,55404.33779,657800
0.409159327,-0.912462955,0.940736241,0.339139094,-9.80E-12,1,1771600,0.3,3520000,359638.0515,45064.27975,32797.66872,437500
0.393402664,-0.919366273,0.990276147,0.139115606,-5.50E-12,1,1447500,0.2,3520000,265472.462,31828.46665,26799.07136,324100
0.377529581,-0.925997525,0.997765366,-0.06681523,-1.20E-12,1,1365000,0.1,3520000,68037.82719,7698.495031,6763.677777,82500
0.361544777,-0.932354747,0.962885877,-0.269908852,-1.15E-11,1,1249700,0,3520000,97607.65138,8852.120025,8840.228595,115300
0.345452981,-0.938436059,0.887118789,-0.461541173,-7.16E-12,1,1182500,0,3520000,56846.90032,5122.472955,5230.626727,67200
0.329258957,-0.944239662,0.773681446,-0.633574795,-2.86E-12,1,1076700,0,3520000,91590.75539,7227.345349,6981.899259,105800
0.312967495,-0.949763838,0.627390804,-0.778704551,-1.31E-11,1,3118000,0,3270000,475965.7308,56556.43035,48977.83889,581500
0.296583417,-0.955006951,0.454458892,-0.890767711,-8.82E-12,1,2566600,0,3270000,453267.2494,56796.4431,41336.3075,551400
0.280111572,-0.959967451,0.262229021,-0.965005669,-4.52E-12,1,2286000,0,3270000,229841.3232,27556.5188,23202.15805,280600
0.263556834,-0.96464387,0.058863961,-0.998266014,-2.18E-13,1,2120300,0,3270000,136652.945,15462.31063,13584.74434,165700
0.246924102,-0.969034823,-0.147000674,-0.989136392,-1.05E-11,1,1980000,0,3270000,118771.496,10771.4869,10757.0171,140300
0.230218298,-0.973139011,-0.346623131,-0.93800448,-6.17E-12,1,1780400,0,3270000,168848.8289,15214.96431,15536.20677,199600
0.213444367,-0.97695522,-0.531526723,-0.847041523,-1.87E-12,1,1373300,0,3270000,352425.2979,27809.56797,26865.13411,407100
0.196607271,-0.980482321,-0.693859779,-0.720110136,-1.21E-11,1,799700,0.1,3270000,469499.4723,55788.07988,48312.44779,573600
0.179711993,-0.983719269,-0.826729051,-0.562600281,-7.83E-12,1,298400,0.2,3270000,412083.5548,51635.93929,37580.50589,501300
0.162763533,-0.986665106,-0.924492434,-0.381200394,-3.53E-12,1,1182700,0.3,1150000,217636.6342,26093.2539,21970.11188,265700
0.145766907,-0.989318962,-0.982998541,-0.183613367,7.68E-13,1,1061300,0.4,1150000,100118.6936,11328.45208,9952.854329,121400
0.128727145,-0.99168005,-0.999762994,0.021770545,-9.49E-12,1,999700,0.5,1150000,52147.71314,4729.319978,4722.966882,61600
0.111649289,-0.993747672,-0.974073912,0.22623,-5.19E-12,1,3434000,0.6,3620000,184498.6452,16625.16892,16976.18585,218100
0.094538392,-0.995521216,-0.907022148,0.421082916,-8.88E-13,1,3377100,0.7,3620000,49258.16618,3886.918245,3754.915575,56900
0.077399519,-0.997000158,-0.80145496,0.598055137,-1.11E-11,1,2516800,0.8,3620000,704167.3571,83672.39386,72460.24901,860300
0.060237741,-0.998184058,-0.661855111,0.749631784,-6.84E-12,1,1936900,0.9,3620000,476695.0996,59732.05904,43472.84135,579900
0.043058137,-0.999072568,-0.494150513,0.869376369,-2.54E-12,1,1595700,1,3620000,279479.1855,33507.78408,28213.03039,341200
0.025865791,-0.999665424,-0.305462505,0.952204105,-1.28E-11,1,1332500,1,3620000,217061.2863,24560.53203,21578.18171,263200
0.00866579,-0.999962451,-0.103803461,0.994597829,-8.50E-12,1,1085300,0.9,3620000,209268.0956,18978.69965,18953.20476,247200
-0.008536774,-0.999963561,0.102263451,0.994757351,-4.20E-12,1,895900,0.8,3620000,160220.2815,14437.4461,14742.27235,189400
-0.025736813,-0.999668753,0.30398789,0.952675896,9.76E-14,1,833700,0.7,3620000,53846.36092,4248.968627,4104.670453,62200
-0.042929235,-0.999078115,0.492803909,0.870140395,-1.02E-11,1,3049700,0.6,3270000,560763.7526,66632.52009,57703.7273,685100
-0.060108954,-0.998191822,0.660693701,0.750655602,-5.86E-12,1,2422000,0.5,3270000,515988.1256,64655.65349,47056.22092,627700
-0.077270884,-0.997010136,0.800528061,0.599295272,-1.56E-12,1,1995900,0.4,3270000,349021.3393,41845.44782,35233.21292,426100
-0.094409948,-0.995533406,0.90636912,0.422486708,-1.18E-11,1,1733300,0.3,3270000,216566.4657,24504.54297,21528.99133,262600
-0.111521074,-0.993762069,0.973722485,0.227737839,-7.51E-12,1,1622400,0.2,3270000,93882.81473,8514.311455,8502.873818,110900
-0.128599197,-0.991696651,0.999728089,0.023318401,-3.22E-12,1,1460100,0.1,3270000,137295.4155,12371.68691,12632.89759,162300
-0.145639263,-0.989337761,0.983281642,-0.18209122,1.08E-12,1,1350300,0,3270000,95053.54388,7500.59092,7245.865205,109800
-0.162636232,-0.986686098,0.925081519,-0.379768592,-9.17E-12,1,744200,0,3270000,496101.1684,58949.01537,51049.81626,606100
-0.179585071,-0.983742447,0.827599106,-0.561319624,-4.87E-12,1,1705500,0,1600000,525030.4537,65788.69824,47880.84802,638700
-0.196480766,-0.980507679,0.694973857,-0.719035005,-5.73E-13,1,1458400,0,1600000,202401.2507,24266.62792,20432.12136,247100
-0.213318317,-0.976982751,0.532837518,-0.846217572,-1.08E-11,1,1194400,0,1600000,217721.047,24635.1841,21643.76889,264000
-0.230092741,-0.973168706,0.348074981,-0.937466697,-6.53E-12,1,982600,1,1600000,179300.0916,16260.87616,16239.03223,211800
-0.246799075,-0.969066673,0.148531927,-0.988907613,-2.23E-12,1,908600,1,1600000,62599.26523,5640.818433,5759.916337,74000
-0.263432373,-0.964677866,-0.057318326,-0.998355953,-1.25E-11,1,3287800,0,3370000,77220.18319,6093.37623,5886.440585,89200
-0.279987714,-0.960003583,-0.260734637,-0.965410508,-8.18E-12,1,2622200,0,3370000,544802.735,64735.9588,56061.30622,665600
-0.296460199,-0.955045209,-0.453079217,-0.891470259,-3.89E-12,1,1942000,0,3370000,559144.6918,70063.36706,50991.94117,680200
-0.312844953,-0.949804209,-0.626184424,-0.779674976,4.13E-13,1,1584800,0,3370000,292584.8918,35079.07525,29536.03298,357200
-0.329137127,-0.944282135,-0.772699587,-0.634771887,-9.84E-12,1,1327400,0.1,3370000,212278.0208,24019.3045,21102.67467,257400
-0.345331901,-0.938480622,-0.886403145,-0.462914101,-5.54E-12,1,1156400,0.2,3370000,144760.6972,13128.46942,13110.83339,171000
-0.361424481,-0.932401386,-0.962466836,-0.271399316,-1.24E-12,1,1019100,0.3,3370000,116147.0151,10466.00501,10686.97991,137300
-0.377410105,-0.926046226,-0.997660723,-0.06835994,-1.15E-11,1,833100,0.4,3370000,161019.6645,12705.91904,12274.41647,186000
-0.393284043,-0.919417023,-0.990490346,0.137582245,-7.20E-12,1,4736400,0.5,4870000,457549.172,54368.0904,47082.73765,559000
-0.409041597,-0.912515738,-0.941260185,0.337682193,-2.90E-12,1,4067300,0.6,4870000,550020.1606,68920.0219,50159.81746,669100
-0.424678104,-0.905344414,-0.85206073,0.52344294,-1.32E-11,1,3755300,1.7,4870000,255561.2716,30640.17771,25798.55065,312000
-0.440188937,-0.897905173,-0.726679711,0.686976417,-8.85E-12,1,3530400,1.8,4870000,185475.2404,20986.56403,18438.19554,224900
-0.455569505,-0.890200217,-0.570441257,0.821338403,-4.56E-12,1,3398000,0.9,4870000,112083.7211,10164.96697,10151.31193,132400
-0.470815258,-0.882231825,-0.389979814,0.920823406,-2.57E-13,1,3053300,1,4870000,291594.1449,26275.54208,26830.31299,344700
-0.485921683,-0.874002356,-0.192958426,0.981206933,-1.05E-11,1,2765200,1,4870000,249407.3405,19680.51224,19012.14723,288100
-0.50088431,-0.865514245,0.012256672,0.999924884,-6.21E-12,1,2076500,0.9,4870000,563710.402,66982.65448,58006.9435,688700
-0.515698712,-0.856770003,0.216951307,0.976182427,-1.91E-12,1,1613600,0.8,4870000,380517.6093,47680.58308,34701.80766,462900
-0.530360503,-0.84777222,0.412433409,0.910987751,-1.22E-11,1,1400600,0.7,4870000,174469.7143,20917.81363,17612.47208,213000
-0.544865346,-0.838523556,0.590402105,0.807109258,-7.87E-12,1,1108600,0.6,4870000,240812.6732,27248.00666,23939.32013,292000
-0.559208948,-0.82902675,0.743300203,0.668958002,-3.57E-12,1,3989000,0.5,4070000,68570.85656,6218.748673,6210.394763,81000
-0.573387064,-0.819284612,0.8646351,0.502400382,7.29E-13,1,3840000,0.4,4070000,126044.4665,11357.86414,11597.66938,149000
-0.587395499,-0.809300024,0.94925448,0.314509035,-9.52E-12,1,3733000,0.3,4070000,92629.59194,7309.31902,7061.089043,107000
-0.601230106,-0.799075941,0.993565099,0.113262502,-5.23E-12,1,2983000,0.2,4070000,0,0,0,0
-0.614886793,-0.788615389,0.995685369,-0.092793564,-9.28E-13,1,2983000,0.1,4070000,99465.60968,12463.49223,9070.898091,121000
-0.628361518,-0.777921463,0.955525256,-0.294909282,-1.12E-11,1,2862000,0,4070000,99111.90343,11882.88943,10005.20714,121000
-0.641650292,-0.766997329,0.874790103,-0.48450209,-6.88E-12,1,2715000,1,4070000,121231.0375,13717.31842,12051.64404,147000
-0.654749184,-0.755846218,0.756908215,-0.653521196,-2.58E-12,1,2609000,0,4070000,89734.70118,8138.115547,8127.18327,106000
-0.667654318,-0.744471431,0.60688528,-0.794789442,-1.28E-11,1,2449000,0,4070000,135349.7627,12196.36418,12453.87316,160000
-0.680361873,-0.732876335,0.431091813,-0.902308067,-8.54E-12,1,2351000,0,4070000,84838.31785,6694.516486,6467.165665,98000
-0.69286809,-0.721064359,0.236992637,-0.971511446,-4.24E-12,1,1954000,0,4070000,324949.9486,38612.04273,33438.00867,397000
-0.705169268,-0.709039,0.032829901,-0.999460954,5.84E-14,1,1540000,0,4070000,340320.3505,42643.68416,31035.96537,414000
-0.717261767,-0.696803816,-0.172726912,-0.984969753,-1.02E-11,1,1396000,0,4070000,117951.3561,14141.62048,11907.02338,144000
-0.729142007,-0.684362428,-0.370949118,-0.928653193,-5.90E-12,1,1295000,0,4070000,83294.7945,9424.82422,8280.381279,101000
-0.740806474,-0.671718518,-0.55341949,-0.832902676,-1.60E-12,1,1068000,0,4070000,192167.7091,17427.85122,17404.43964,227000
-0.752251715,-0.658875828,-0.712389679,-0.701784116,-1.19E-11,1,971000,0,4070000,82055.79361,7394.045784,7550.160604,97000
-0.763474344,-0.645838158,-0.841109239,-0.540865277,-7.55E-12,1,822000,0.1,4070000,128988.871,10178.39751,9832.731471,149000
-0.774471039,-0.632609366,-0.934112275,-0.356979352,-3.25E-12,1,3152800,0.2,3270000,296138.2655,35188.50645,30473.22805,361800
-0.785238546,-0.619193367,-0.987449542,-0.1579348,1.04E-12,1,2739100,0.3,3270000,340073.7415,42612.78294,31013.47554,413700
-0.795773679,-0.605594131,-0.99885615,0.047816232,-9.21E-12,1,2478600,0.4,3270000,213377.2797,25582.58427,21540.13604,260500
-0.80607332,-0.591815683,-0.967847731,0.251536815,-4.91E-12,1,2367000,0.5,3270000,92036.62442,10413.96419,9149.411393,111600
-0.816134421,-0.5778621,-0.895741016,0.44457624,-6.12E-13,1,2233400,0.6,3270000,113099.5856,10257.09658,10243.31778,133600
-0.825954005,-0.563737511,-0.785597914,0.618737358,-1.09E-11,1,2001900,0.7,3270000,195834.1878,17646.61442,18019.19773,231500
-0.835529166,-0.549446096,-0.642095498,0.766624662,-6.57E-12,1,1794600,0.8,3270000,179459.0132,14160.95171,13680.03513,207300
-0.84485707,-0.534992085,-0.471327397,0.881958324,-2.27E-12,1,1026300,0.9,3270000,628864.0945,74724.51494,64711.39058,768300
-0.853934958,-0.520379754,-0.280545039,0.959840862,-1.25E-11,1,460600,1,3270000,465022.276,58269.40127,42408.32273,565700
-0.862760141,-0.505613428,-0.077849729,0.996965105,-8.22E-12,1,113400,1,3270000,284393.8254,34097.01827,28709.15636,347200
-0.87133001,-0.490697477,0.12815136,0.991754621,-3.92E-12,1,2994300,0.9,3270000,227370.048,25726.97067,22602.98137,275700
-0.879642027,-0.475636315,0.328710682,0.944430669,3.74E-13,1,2778700,0.8,3270000,182516.996,16552.61992,16530.38409,215600
-0.887693734,-0.460434398,0.515311765,0.857002792,-9.88E-12,1,2672200,0.7,3270000,90092.18577,8118.204907,8289.609322,106500
-0.895482746,-0.445096226,0.680030857,0.733183493,-5.58E-12,1,2283300,0.6,3270000,336669.6103,26566.30062,25664.08905,388900
-0.903006761,-0.429626338,0.815873391,0.578230585,-1.28E-12,1,1604700,0.5,3270000,555443.4134,66000.33299,57156.25361,678600
-0.91026355,-0.414029311,0.917071007,0.398723926,-1.15E-11,1,1008400,0.4,3270000,490176.3889,61421.32575,44702.28539,596300
-0.917250966,-0.398309761,0.979326487,0.202286014,-7.24E-12,1,753300,0.3,3270000,208954.1038,25052.2735,21093.62266,255100
